Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion
Pina Colada Martini,https://www.thecocktailproject.com/drink-recipes/pina-colada-martini,"Cruzan Coconut Rum, Cruzan Pineapple Rum, Cruzan Coconut Rum, Cruzan Pineapple Rum, Pineapple Juice, Pineapple Wedge",Rum,Sweet,3,43,"Cruzan Coconut Rum, Cruzan Pineapple Rum, Pineapple Juice, Pineapple Wedge",['yellow'],"['spring', 'summer', 'tropical']"
Strawberry Rosemary Punch,https://www.thecocktailproject.com/drink-recipes/strawberry-rosemary-punch,"Cruzan Strawberry Rum, Lime Juice, Cruzan Strawberry Rum, Lime Juice, Ginger Ale, Rosemary Sprigs",Rum,Sweet,4,28,"Cruzan Strawberry Rum, Lime Juice, Ginger Ale, Rosemary Sprigs",['clear'],"['ladies-night', 'summer']"
Cruzan Colada,https://www.thecocktailproject.com/drink-recipes/cruzan-colada,"Cruzan Aged Light Rum, Pineapple Juice, Cruzan Aged Light Rum, Pineapple Juice, Cream of Coconut, Pineapple Slice",Rum,Fruity,3,59,"Cruzan Aged Light Rum, Pineapple Juice, Cream of Coconut, Pineapple Slice",['yellow'],"['summer', 'tropical']"
Mango Hurricane,https://www.thecocktailproject.com/drink-recipes/mango-hurricane,"Cruzan Mango Rum, Cruzan Aged Dark Rum, Cruzan Mango Rum, Cruzan Aged Dark Rum, Orange Juice, Grenadine, Orange Wedges, Cherries",Rum,Fruity,3,29,"Cruzan Mango Rum, Cruzan Aged Dark Rum, Orange Juice, Grenadine, Orange Wedges, Cherries",['orange'],"['bbq', 'summer', 'tropical']"
Mango Mojito,https://www.thecocktailproject.com/drink-recipes/mango-mojito,"Cruzan Mango Rum, Mango, Cruzan Mango Rum, Mango, Lime Juice, Simple Syrup, Fresh Mint Leaves, Soda Water",Rum,Fruity,3,37,"Cruzan Mango Rum, Mango, Lime Juice, Simple Syrup, Fresh Mint Leaves, Soda Water",['yellow'],"['summer', 'tropical']"
Cruzan 9 Punch,https://www.thecocktailproject.com/drink-recipes/cruzan-9-punch,"Cruzan 9 Spiced Rum, Orange Juice, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Lime Wedges",Rum,Fruity,3,55,"Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Lime Wedges",['orange'],"['bbq', 'ladies-night', 'summer']"
Pineapple Smash,https://www.thecocktailproject.com/drink-recipes/pineapple-smash,"Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Lime Juice, Soda Water, Lime Wedges, Embracing Herbs and Spices",Rum,Fruity,3,43,"Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Lime Juice, Soda Water, Lime Wedges, Embracing Herbs and Spices",['yellow'],"['summer', 'tropical']"
Strawberry Basil Spritzer,https://www.thecocktailproject.com/drink-recipes/strawberry-basil-spritzer,"Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Lime, Basil Leaves, Soda Water, Sugar",Rum,Fruity,3,30,"Cruzan Strawberry Rum, Cruzan Aged Light Rum, Lime, Basil Leaves, Soda Water, Sugar",['clear'],"['ladies-night', 'spring', 'summer']"
Spiced Holly Highball,https://www.thecocktailproject.com/drink-recipes/spiced-holly-highball,"Cruzan Aged Dark Rum, Cranberries, Cruzan Aged Dark Rum, Cranberries, Pumpkin Spice, Agave Syrup, Mint, Fresh, Club Soda",Rum,Sweet,3,29,"Cruzan Aged Dark Rum, Cranberries, Pumpkin Spice, Agave Syrup, Mint, Fresh, Club Soda",['clear'],"['christmas', 'fall', 'holiday', 'thanksgiving']"
Strawberry Mai Tai,https://www.thecocktailproject.com/drink-recipes/strawberry-mai-tai,"Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Lime Juice, Simple Syrup, Orgeat Syrup, Cherries, Mint Sprig",Rum,Fruity,3,23,"Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Lime Juice, Simple Syrup, Orgeat Syrup, Cherries, Mint Sprig",['brown'],"['summer', 'tropical']"
Hot Buttered Spiced Rum,https://www.thecocktailproject.com/drink-recipes/hot-buttered-spiced-rum,"Cruzan 9 Spiced Rum, Batter, Cruzan 9 Spiced Rum, Batter, Hot Water",Rum,Hot,3,36,"Cruzan 9 Spiced Rum, Batter, Hot Water",['brown'],"['fall', 'halloween', 'holiday', 'thanksgiving']"
Coconut Old Fashioned,https://www.thecocktailproject.com/drink-recipes/coconut-old-fashioned,"Simple Syrup, Simple Syrup, Bitters, Orange Peel",Rum,Sweet,3,55,"Simple Syrup, Bitters, Orange Peel",['brown'],['tropical']
Chocolate Covered Cherry,https://www.thecocktailproject.com/drink-recipes/chocolate-covered-cherry,"Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Chocolate Syrup, Milk, Grenadine, Whipped Cream, Maraschino Cherries",Rum,Sweet,3,41,"Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Chocolate Syrup, Milk, Grenadine, Whipped Cream, Maraschino Cherries",['brown'],"['birthday', 'holiday', 'valentines-day']"
Cruzan Summer Breeze,https://www.thecocktailproject.com/drink-recipes/cruzan-summer-breeze,"Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Lime Soda Water, Sparkling, Lime Wedges, Ice",Cordials,Sweet,3,35,"Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Lime Soda Water, Sparkling, Lime Wedges, Ice",['clear'],"['bbq', 'summer']"
Take 9,https://www.thecocktailproject.com/drink-recipes/take-9,"Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Grenadine, Orange Twist",Cordials,Sweet,3,28,"Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Grenadine, Orange Twist",['brown'],
Slowpoke Shandy,https://www.thecocktailproject.com/drink-recipes/slowpoke-shandy,"Lime Juice, Lime Juice, Ginger Syrup, Wheat Beer",Beer,Sweet,3,43,"Lime Juice, Ginger Syrup, Wheat Beer",['orange'],"['game-day', 'summer']"
Maple Leaf,https://www.thecocktailproject.com/drink-recipes/maple-leaf,"Cruzan Estate Diamond Dark Rum, Maple Syrup, Cruzan Estate Diamond Dark Rum, Maple Syrup, Bitters, Apple Bitters, Cinnamon, Ground",Cordials,Sweet,3,31,"Cruzan Estate Diamond Dark Rum, Maple Syrup, Bitters, Apple Bitters, Cinnamon, Ground",['brown'],"['fall', 'thanksgiving']"
Key Lime Sparkler,https://www.thecocktailproject.com/drink-recipes/key-lime-sparkler,"Cruzan Key Lime Rum, JDK & Sons???????????????? O3 Premium Orange Liqueur, Cruzan Key Lime Rum, JDK & Sons???????????????? O3 Premium Orange Liqueur, Bitters, Wine, Sparkling, Orange Twist",Cordials,Fruity,3,24,"Cruzan Key Lime Rum, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Bitters, Wine, Sparkling, Orange Twist",['orange'],['summer']
Cruzan Sidecar,https://www.thecocktailproject.com/drink-recipes/cruzan-sidecar,"DeKuyper Triple Sec Liqueur, DeKuyper Triple Sec Liqueur, Lemon Juice",Rum,Sweet,3,29,"DeKuyper Triple Sec Liqueur, Lemon Juice",['orange'],['ladies-night']
Hot Toddy,https://www.thecocktailproject.com/drink-recipes/hot-toddy,"Cruzan Aged Dark Rum, Honey, Cruzan Aged Dark Rum, Honey, Lemon Peel, Hot Water",Rum,Hot,3,38,"Cruzan Aged Dark Rum, Honey, Lemon Peel, Hot Water",['yellow'],"['fall', 'holiday', 'thanksgiving', 'winter']"
New Fashioned,https://www.thecocktailproject.com/drink-recipes/new-fashioned,"Cruzan Aged Dark Rum, Sugar, Cruzan Aged Dark Rum, Sugar, Bitters, Orange Slice, Soda Water, Cherries",Cordials,Sweet,3,31,"Cruzan Aged Dark Rum, Sugar, Bitters, Orange Slice, Soda Water, Cherries",['brown'],
Light and Tonic,https://www.thecocktailproject.com/drink-recipes/light-and-tonic,"Cruzan Aged Light Rum, Tonic Water, Cruzan Aged Light Rum, Tonic Water, Lime Juice, Lime Wedges, Fresh Ingredient Enhancements",Rum,Sweet,3,31,"Cruzan Aged Light Rum, Tonic Water, Lime Juice, Lime Wedges, Fresh Ingredient Enhancements",['clear'],"['spring', 'summer']"
Cruzan 9 Tea,https://www.thecocktailproject.com/drink-recipes/cruzan-9-tea,"Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Lemon Wedges",Cordials,Sweet,3,37,"Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Lemon Wedges",['yellow'],"['brunch', 'spring', 'summer']"
Peach on the Beach,https://www.thecocktailproject.com/drink-recipes/peach-on-the-beach,"Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Lime Juice, Mint, Fresh, Mint Sprig",Rum,Fruity,3,25,"Cruzan Peach Rum, Cruzan Aged Light Rum, Lime Juice, Mint, Fresh, Mint Sprig",['clear'],"['summer', 'tropical']"
Paradise Punch,https://www.thecocktailproject.com/drink-recipes/paradise-punch,"Cruzan Peach Rum, Ginger Ale, Cruzan Peach Rum, Ginger Ale, Honey Syrup, Lemon Juice",Rum,Fruity,3,34,"Cruzan Peach Rum, Ginger Ale, Honey Syrup, Lemon Juice",['clear'],"['summer', 'tropical']"
Passion Fruit Passport,https://www.thecocktailproject.com/drink-recipes/passion-fruit-passport,"Cruzan Passion Fruit Rum, Lemon Juice, Cruzan Passion Fruit Rum, Lemon Juice, Vanilla Extract, Ice, Maraschino Cherries, Fresh Ingredient Enhancements",Rum,Fruity,3,17,"Cruzan Passion Fruit Rum, Lemon Juice, Vanilla Extract, Ice, Maraschino Cherries, Fresh Ingredient Enhancements",['yellow'],['summer']
Hats Off Julep,https://www.thecocktailproject.com/drink-recipes/hats-off-julep,"Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Fresh Mint Leaves, Blackberries, Ice, Crushed",Rum,Fruity,3,33,"Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Fresh Mint Leaves, Blackberries, Ice, Crushed",['brown'],"['spring', 'summer']"
Nil Fashioned,https://www.thecocktailproject.com/drink-recipes/nil-fashioned,"Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Turbinado Syrup, Cardamom Bitters",Cordials,Sweet,3,34,"Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Turbinado Syrup, Cardamom Bitters",['yellow'],['summer']
Sunset Daiquiri,https://www.thecocktailproject.com/drink-recipes/sunset-daiquiri,"Cruzan Aged Dark Rum, Passion Fruit Syrup, Cruzan Aged Dark Rum, Passion Fruit Syrup, Lemon Juice, Grenadine, Cherries, Fresh Ingredient Enhancements",Rum,Sweet,3,37,"Cruzan Aged Dark Rum, Passion Fruit Syrup, Lemon Juice, Grenadine, Cherries, Fresh Ingredient Enhancements",['red'],"['summer', 'tropical']"
Delusion,https://www.thecocktailproject.com/drink-recipes/delusion,"Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Pineapple Juice",Rum,Fruity,3,23,"Cruzan Mango Rum, Cruzan Coconut Rum, Pineapple Juice",['yellow'],"['summer', 'tropical']"
Cruzan Banana Split,https://www.thecocktailproject.com/drink-recipes/cruzan-banana-split,"Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Strawberry Rum, Pineapple Juice, Cream of Coconut, Secrets of Citrus",Rum,Fruity,3,27,"Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Strawberry Rum, Pineapple Juice, Cream of Coconut, Secrets of Citrus",['yellow'],"['summer', 'tropical']"
Peach Mojito,https://www.thecocktailproject.com/drink-recipes/peach-mojito,"Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Lime, Fresh Mint Leaves, Simple Syrup, Soda Water, Ice",Cordials,Sweet,3,77,"Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Lime, Fresh Mint Leaves, Simple Syrup, Soda Water, Ice",['orange'],"['spring', 'summer']"
Hornitos Midori Margarita,https://www.thecocktailproject.com/drink-recipes/hornitos-midori-margarita,"Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Simple Syrup, Lime Wheel",Tequila,Sour,3,75,"Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Simple Syrup, Lime Wheel",['green'],"['summer', 'tropical']"
Hornitos Black Barrel Tequila Manhattan,https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-manhattan,"Vermouth, Sweet, Vermouth, Sweet, Bitters, Lemon Peel",Tequila,Sweet,3,59,"Vermouth, Sweet, Bitters, Lemon Peel",['red'],"['fall', 'winter']"
Sunrise,https://www.thecocktailproject.com/drink-recipes/sunrise,"Hornitos Reposado Tequila, Orange Juice, Hornitos Reposado Tequila, Orange Juice, Grenadine, Orange Twist",Tequila,Fruity,3,36,"Hornitos Reposado Tequila, Orange Juice, Grenadine, Orange Twist",,"['brunch', 'spring', 'summer']"
The Burgundy,https://www.thecocktailproject.com/drink-recipes/burgundy,"Hornitos Plata Tequila, Honey Syrup, Hornitos Plata Tequila, Honey Syrup, Mezcal, Vermouth, Sweet, Orange Twist",Tequila,Sweet,3,38,"Hornitos Plata Tequila, Honey Syrup, Mezcal, Vermouth, Sweet, Orange Twist",['yellow'],
Hornitos Black Barrel Tequila Old Fashioned,https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-old-fashioned,"Simple Syrup, Simple Syrup, Amaro Liqueur, Bitters, Orange Bitters, Orange Peel",Tequila,Sweet,3,46,"Simple Syrup, Amaro Liqueur, Bitters, Orange Bitters, Orange Peel",['brown'],"['fall', 'thanksgiving', 'winter']"
The Money Maker,https://www.thecocktailproject.com/drink-recipes/money-maker,"Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Egg White",Tequila,Sweet,2,35,"Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Egg White",,['new-years']
Green River,https://www.thecocktailproject.com/drink-recipes/green-river,"Hornitos Plata Tequila, Green Chartreuse Liqueur, Hornitos Plata Tequila, Green Chartreuse Liqueur, Lime Juice, Lime Twist",Cordials,Sweet,3,41,"Hornitos Plata Tequila, Green Chartreuse Liqueur, Lime Juice, Lime Twist",['green'],
Horchata,https://www.thecocktailproject.com/drink-recipes/horchata,"Hornitos Plata Tequila, Coconut Water, Hornitos Plata Tequila, Coconut Water, Almond Milk, Cinnamon, Ground, Sugar",Tequila,Spicy,3,28,"Hornitos Plata Tequila, Coconut Water, Almond Milk, Cinnamon, Ground, Sugar",['brown'],['spring']
Stars and Stripes Bloody Mary,https://www.thecocktailproject.com/drink-recipes/stars-and-stripes-bloody-mary,"Hornitos Anejo Tequila, Agave Nectar, Hornitos Anejo Tequila, Agave Nectar, Lime Juice, Blueberries, Hornitos Reposado Tequila, Bloody Mary Mix, Cayenne Pepper, Salt, Pepper, Black",Tequila,Spicy,3,32,"Hornitos Anejo Tequila, Agave Nectar, Lime Juice, Blueberries, Hornitos Reposado Tequila, Bloody Mary Mix, Cayenne Pepper, Salt, Pepper, Black",['red'],"['bbq', 'brunch', 'summer']"
The Summer Friday,https://www.thecocktailproject.com/drink-recipes/summer-friday,"Hornitos Reposado Tequila, Passion Fruit Puree, Hornitos Reposado Tequila, Passion Fruit Puree, Agave Nectar, Aperol Aperitif, Lemon Juice, Blood Orange, Slice",Cordials,Spicy,3,37,"Hornitos Reposado Tequila, Passion Fruit Puree, Agave Nectar, Aperol Aperitif, Lemon Juice, Blood Orange, Slice",['orange'],"['summer', 'tropical']"
Death and Taxes,https://www.thecocktailproject.com/drink-recipes/death-and-taxes,"Hornitos Anejo Tequila, Lime Juice, Hornitos Anejo Tequila, Lime Juice, Simple Syrup, Mezcal",Cordials,Spicy,4,18,"Hornitos Anejo Tequila, Lime Juice, Simple Syrup, Mezcal",['brown'],['spring']
Mexican Mule,https://www.thecocktailproject.com/drink-recipes/mexican-mule,"Hornitos Plata Tequila, Ginger Beer, Hornitos Plata Tequila, Ginger Beer, Lime Juice, Lime Wedges",Tequila,Spicy,3,39,"Hornitos Plata Tequila, Ginger Beer, Lime Juice, Lime Wedges",['brown'],"['bbq', 'summer']"
Sauza 901 Club,https://www.thecocktailproject.com/drink-recipes/sauza-901-club,"Sauza 901 Tequila, Iced Tea, Sauza 901 Tequila, Iced Tea, Lemonade, Agave Syrup, Mint Sprig, Lemon Wedges",Tequila,Sweet,3,29,"Sauza 901 Tequila, Iced Tea, Lemonade, Agave Syrup, Mint Sprig, Lemon Wedges",['yellow'],['fall']
Mexican Julep,https://www.thecocktailproject.com/drink-recipes/mexican-julep,"Sauza 901 Tequila, Agave Syrup, Sauza 901 Tequila, Agave Syrup, Water, Mint, Fresh",Tequila,Sweet,3,54,"Sauza 901 Tequila, Agave Syrup, Water, Mint, Fresh",['clear'],"['spring', 'summer']"
Tequila Baybreeze,https://www.thecocktailproject.com/drink-recipes/tequila-baybreeze,"Sauza 901 Tequila, Pineapple Juice, Sauza 901 Tequila, Pineapple Juice, Cranberry Juice, Pineapple Slice, Fresh Ingredient Enhancements",Tequila,Fruity,3,113,"Sauza 901 Tequila, Pineapple Juice, Cranberry Juice, Pineapple Slice, Fresh Ingredient Enhancements",,"['summer', 'tropical']"
Ruby Sparkler,https://www.thecocktailproject.com/drink-recipes/ruby-sparkler,"Sauza 901 Tequila, Grapefruit Juice, Sauza 901 Tequila, Grapefruit Juice, Lemon Juice, Simple Syrup, Raspberries, Lemon Wheel",Tequila,Sour,3,38,"Sauza 901 Tequila, Grapefruit Juice, Lemon Juice, Simple Syrup, Raspberries, Lemon Wheel",['red'],['summer']
Mai Tequila,https://www.thecocktailproject.com/drink-recipes/mai-tequila,"Sauza 901 Tequila, DeKuyper Cr?me De Almond Liqueur, Sauza 901 Tequila, DeKuyper Cr?me De Almond Liqueur, Lime Juice, Orange Bitters, Mint Sprig",Cordials,Sweet,3,17,"Sauza 901 Tequila, DeKuyper Cr????????????????me De Almond Liqueur, Lime Juice, Orange Bitters, Mint Sprig",,['spring']
Juan Collins,https://www.thecocktailproject.com/drink-recipes/juan-collins,"Sauza 901 Tequila, Lemon Juice, Sauza 901 Tequila, Lemon Juice, Simple Syrup, Soda Water, Lemon Peel, Maraschino Cherries",Tequila,Sweet,3,35,"Sauza 901 Tequila, Lemon Juice, Simple Syrup, Soda Water, Lemon Peel, Maraschino Cherries",['clear'],"['spring', 'summer']"
Sauza Blue,https://www.thecocktailproject.com/drink-recipes/sauza-blue,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Lemon-Lime Soda, Sweet and Sour Mix",Cordials,Sweet,3,27,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Lemon-Lime Soda, Sweet and Sour Mix",,['summer']
Classic Margarita,https://www.thecocktailproject.com/drink-recipes/classic-margarita,"Sauza Silver Tequila, Lime Juice, Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",Cordials,Sweet,3,78,"Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",['clear'],['summer']
Premier Margarita,https://www.thecocktailproject.com/drink-recipes/premier-margarita,"Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Lime Juice, Lime",Cordials,Sweet,3,161,"Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Lime Juice, Lime",['yellow'],"['spring', 'summer']"
Sauza Watermelon Margarita,https://www.thecocktailproject.com/drink-recipes/sauza-watermelon-margarita,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????? O3 Premium Orange Liqueur, Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????? O3 Premium Orange Liqueur, Watermelon, Lime Juice, Ice",Cordials,Fruity,3,28,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Watermelon, Lime Juice, Ice",['pink'],"['bbq', 'summer']"
Bloody Maria,https://www.thecocktailproject.com/drink-recipes/bloody-maria,"Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sriracha Chili Sauce, Pepper, Black, Celery Salt, Paprika, Cumin, Worcestershire sauce, Lime, Olives, Pickled Jalape?o, Sprig Cilantro",Tequila,Savory,3,32,"Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sriracha Chili Sauce, Pepper, Black, Celery Salt, Paprika, Cumin, Worcestershire sauce, Lime, Olives, Pickled Jalape????????????????o, Sprig Cilantro",['red'],['brunch']
Midori Margarita,https://www.thecocktailproject.com/drink-recipes/midori-margarita,"Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Lime Juice, Lime Wheel",Cordials,Fruity,3,34,"Midori Melon Liqueur, Hornitos Plata Tequila, Lime Juice, Lime Wheel",['green'],
Sauza Strawberry Sparkler,https://www.thecocktailproject.com/drink-recipes/sauza-strawberry-sparkler,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Rose Champagne, Limeade, Strawberries, Sugar, Lime",Cordials,Fruity,3,26,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Rose Champagne, Limeade, Strawberries, Sugar, Lime",['pink'],['summer']
Candy Apple Margarita,https://www.thecocktailproject.com/drink-recipes/candy-apple-margarita,"Sauza Blue Silver 100% Agave Tequila, Limeade, Sauza Blue Silver 100% Agave Tequila, Limeade, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, Candy Apple Soda, Shaking & Stirring",Cordials,Sweet,3,35,"Sauza Blue Silver 100% Agave Tequila, Limeade, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, Candy Apple Soda, Shaking & Stirring",['red'],"['ladies-night', 'summer']"
Dirty Martini,https://www.thecocktailproject.com/drink-recipes/dirty-martini,"EFFEN Original Vodka, Olive Juice, EFFEN Original Vodka, Olive Juice, Dry Vermouth, Olives, Fresh Ingredient Enhancements",Vodka,Savory,3,41,"EFFEN Original Vodka, Olive Juice, Dry Vermouth, Olives, Fresh Ingredient Enhancements",['clear'],
Peachy Keen,https://www.thecocktailproject.com/drink-recipes/peachy-keen,"Pinnacle Peach Vodka, Lemon-Lime Soda, Pinnacle Peach Vodka, Lemon-Lime Soda, Peach Slices",Vodka,Fruity,3,36,"Pinnacle Peach Vodka, Lemon-Lime Soda, Peach Slices",['clear'],"['spring', 'summer']"
Peppermint Hot Chocolate,https://www.thecocktailproject.com/drink-recipes/peppermint-hot-chocolate,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",Cordials,Hot,3,36,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",['brown'],"['christmas', 'holiday', 'winter']"
Orange Dreamsicle,https://www.thecocktailproject.com/drink-recipes/orange-dreamsicle,"Pinnacle Whipped Vodka, Orange Soda, Pinnacle Whipped Vodka, Orange Soda, Orange Wedges",Vodka,Sweet,3,27,"Pinnacle Whipped Vodka, Orange Soda, Orange Wedges",['orange'],['summer']
Chocolate Covered Berries,https://www.thecocktailproject.com/drink-recipes/chocolate-covered-berries,"Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Chocolate Whipped Vodka, Chocolate Shavings, Raspberries",Cordials,Sweet,3,31,"Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Chocolate Whipped Vodka, Chocolate Shavings, Raspberries",['clear'],"['birthday', 'ladies-night', 'spring', 'summer', 'valentines-day']"
Pineapple Razztini,https://www.thecocktailproject.com/drink-recipes/pineapple-razztini,"Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Cranberry Juice, Pineapple Slice, Raspberries",Cordials,Fruity,3,39,"Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Cranberry Juice, Pineapple Slice, Raspberries",['red'],"['ladies-night', 'summer', 'tropical']"
Peach Iced Tea,https://www.thecocktailproject.com/drink-recipes/peach-iced-tea,"Pinnacle Peach Vodka, Iced Tea, Pinnacle Peach Vodka, Iced Tea, Lemon Wheel",Vodka,Fruity,3,58,"Pinnacle Peach Vodka, Iced Tea, Lemon Wheel",['brown'],"['bbq', 'brunch', 'fall']"
Sunset Martini,https://www.thecocktailproject.com/drink-recipes/sunset-martini,"Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Lime Juice, Orange Twist",Vodka,Sweet,3,32,"Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Lime Juice, Orange Twist",['clear'],"['ladies-night', 'summer']"
Kiwi Zest Martini,https://www.thecocktailproject.com/drink-recipes/kiwi-zest-martini,"Pinnacle Kiwi Strawberry Vodka, Sour Mix, Pinnacle Kiwi Strawberry Vodka, Sour Mix, Lemon Juice, Sugar, Lemon Wedges",Vodka,Sour,3,31,"Pinnacle Kiwi Strawberry Vodka, Sour Mix, Lemon Juice, Sugar, Lemon Wedges",['yellow'],"['spring', 'summer']"
Grape Cosmo,https://www.thecocktailproject.com/drink-recipes/grape-cosmo,"Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, DeKuyper Razzmatazz Schnapps Liqueur, Orange Slice",Cordials,Fruity,3,46,"Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, DeKuyper Razzmatazz Schnapps Liqueur, Orange Slice",['red'],"['birthday', 'ladies-night', 'summer']"
Pinnacle Summer Breeze,https://www.thecocktailproject.com/drink-recipes/pinnacle-summer-breeze,"Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Lime Juice, Watermelon Wedge, Simple Garnishes",Vodka,Fruity,3,36,"Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Lime Juice, Watermelon Wedge, Simple Garnishes",['pink'],"['bbq', 'ladies-night', 'brunch', 'summer']"
