Name,Link,Ingredients,Main Spirit,Flavor,Rating,Ratings Count
Old 97,https://www.thecocktailproject.com/drink-recipes/old-97,"Jim Beam Bonded, Simple Syrup, Jim Beam Bonded, Simple Syrup, Maraschino Liqueur, Bitters, Orange Peel",Bourbon,Sweet,3,52
Dernier Cri,https://www.thecocktailproject.com/drink-recipes/dernier-cri,"Jim Beam Bonded, Sour Mix, Jim Beam Bonded, Sour Mix, Green Chartreuse Liqueur, Mint, Fresh, Mint Sprig",Bourbon,Sour,3,13
Jim Beam Orleans,https://www.thecocktailproject.com/drink-recipes/jim-beam-orleans,"Jim Beam Rye, Bitters, Jim Beam Rye, Bitters, Simple Syrup, Absinthe, Lime Twist",Rye Whisky,Spicy,3,33
The Devil  Miss Mary,https://www.thecocktailproject.com/drink-recipes/devil-and-miss-mary,"Jim Beam Devil's Cut, Tomato Juice, Jim Beam Devil's Cut, Tomato Juice, Worcestershire sauce, Tabasco Hot Sauce, Pepper, Black, Basil Leaves, Lemon Wedges",Bourbon,Savory,3,32
The Rider,https://www.thecocktailproject.com/drink-recipes/rider,"Jim Beam Devil's Cut, Jim Beam Honey, Jim Beam Devil's Cut, Jim Beam Honey, Orange Juice, Sugar Cubes",Whiskey,Sweet,3,47
Devil in the Morning,https://www.thecocktailproject.com/drink-recipes/devil-in-the-morning,"Grenadine, JDK & Sons¢â O3 Premium Orange Liqueur, Grenadine, JDK & Sons¢â O3 Premium Orange Liqueur, Jim Beam Devil's Cut, Orange Juice, Maraschino Cherries, Orange Wheel, Variations of the Classic Martini",Bourbon,Sweet,3,33
Dancing with the Devil,https://www.thecocktailproject.com/drink-recipes/dancing-with-the-devil,"DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, Lemon Sour, Passion Fruit Juice, Tabasco Hot Sauce, Maraschino Cherries",Bourbon,Spicy,3,29
Jimmys Best,https://www.thecocktailproject.com/drink-recipes/jimmys-best,"Jim Beam Black, Orange Bitters, Jim Beam Black, Orange Bitters, Plum Bitters, Orange Twist",Bourbon,Sweet,3,21
Black Beauty,https://www.thecocktailproject.com/drink-recipes/black-beauty,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, Cranberry Juice, Ice, Sugar",Bourbon,Sweet,3,32
Front Porch Peach Tea,https://www.thecocktailproject.com/drink-recipes/front-porch-peach-tea,"DeKuyper Peachtree Schnapps Liqueur, Iced Tea, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Jim Beam Black, Lemon Wedges",Bourbon,Sweet,3,53
Apple Highball,https://www.thecocktailproject.com/drink-recipes/apple-highball,"Bitters, Ginger Ale, Bitters, Ginger Ale, Apple Cider, Hard, Jim Beam Black, Lemon Wheel, Embracing Herbs and Spices",Bourbon,Sweet,3,30
Melon Ball,https://www.thecocktailproject.com/drink-recipes/melon-ball,"Midori Melon Liqueur, Pinnacle Original Vodka, Midori Melon Liqueur, Pinnacle Original Vodka, Orange Juice, Melon Balls",Cordials,Fruity,3,79
Cruzan Daiquiri,https://www.thecocktailproject.com/drink-recipes/cruzan-daiquiri,"Cruzan Aged Light Rum, Lime Juice, Cruzan Aged Light Rum, Lime Juice, Simple Syrup",Rum,Fruity,3,46
Hurricane,https://www.thecocktailproject.com/drink-recipes/hurricane,"Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Pineapple Juice, Grenadine, Orange Wedges, Maraschino Cherries",Cordials,Fruity,3,52
Jalape?o Margarita,https://www.thecocktailproject.com/drink-recipes/jalape-o-margarita,"Hornitos Plata Tequila, JDK & Sons¢â O3 Premium Orange Liqueur, Hornitos Plata Tequila, JDK & Sons¢â O3 Premium Orange Liqueur, Lime Juice, Jalapeno, Orange Bitters, Agave Nectar",Cordials,Spicy,3,25
Cucumber Martini,https://www.thecocktailproject.com/drink-recipes/cucumber-martini,"EFFEN Cucumber Vodka, EFFEN Cucumber Vodka",Vermouth,Savory,3,41
Cuba Libre,https://www.thecocktailproject.com/drink-recipes/cuba-libre,"Cruzan Aged Light Rum, Lime Juice, Cruzan Aged Light Rum, Lime Juice, Cola, Lime Wedges",Rum,Sweet,3,33
Rum Runner,https://www.thecocktailproject.com/drink-recipes/rum-runner,"Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Pineapple Juice, Orange Juice, Grenadine, Pineapple Wedge",Cordials,Fruity,3,47
Vodka Collins,https://www.thecocktailproject.com/drink-recipes/vodka-collins,"Pinnacle Original Vodka, Sour Mix, Pinnacle Original Vodka, Sour Mix, Soda Water, Lemon Wedges, Better With Bitters",Vodka,Fruity,3,29
Mango Rum Margarita,https://www.thecocktailproject.com/drink-recipes/mango-rum-margarita,"Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Lime Juice, Mango",Cordials,Fruity,3,34
Vodka Gimlet,https://www.thecocktailproject.com/drink-recipes/vodka-gimlet,"Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Simple Syrup, Lime Wedges",Vodka,Fruity,3,26
Black Russian,https://www.thecocktailproject.com/drink-recipes/black-russian,"Pinnacle Original Vodka, Kamora Coffee Liqueur, Pinnacle Original Vodka, Kamora Coffee Liqueur",Cordials,Sweet,3,28
Strawberry Daiquiri,https://www.thecocktailproject.com/drink-recipes/strawberry-daiquiri,"Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Strawberries, Lime Juice, Ice",Cordials,Frozen,3,34
Mudslide,https://www.thecocktailproject.com/drink-recipes/mudslide,"Pinnacle Original Vodka, Kamora Coffee Liqueur, Pinnacle Original Vodka, Kamora Coffee Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Milk, Ice, Chocolate Syrup",Cordials,Sweet,3,39
Moscow Mule,https://www.thecocktailproject.com/drink-recipes/moscow-mule,"Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Ginger Beer, Lime Wedges",Vodka,Sweet,3,50
Midori and Ginger Beer,https://www.thecocktailproject.com/drink-recipes/midori-and-ginger-beer,"Midori Melon Liqueur, Ginger Beer, Midori Melon Liqueur, Ginger Beer",Cordials,Sweet,3,46
Green Eyed Ginger,https://www.thecocktailproject.com/drink-recipes/green-eyed-ginger,"2 GINGERS Whiskey, Midori Melon Liqueur, 2 GINGERS Whiskey, Midori Melon Liqueur, Ginger Ale, Lemon Wheel, Lime Wheel",Cordials,Fruity,3,43
Emerald Daiquiri,https://www.thecocktailproject.com/drink-recipes/emerald-daiquiri,"Midori Melon Liqueur, Cruzan Aged Light Rum, Midori Melon Liqueur, Cruzan Aged Light Rum, Lime, Melon Wedge",Cordials,Sweet,3,19
Midori Jim and Ginger,https://www.thecocktailproject.com/drink-recipes/jim-and-ginger,"Jim Beam Original, Mint, Fresh, Jim Beam Original, Mint, Fresh, Midori Melon Liqueur, Ginger Beer, Fresh Mint Leaves",Bourbon,Sweet,3,25
Garden Delight,https://www.thecocktailproject.com/drink-recipes/garden-delight,"Midori Melon Liqueur, Gin, Midori Melon Liqueur, Gin, Tonic Water, Cucumber, Rosemary Sprigs",Cordials,Sweet,3,58
Bourbon Cider Cocktail,https://www.thecocktailproject.com/drink-recipes/bourbon-cider-cocktail,"Maker's Mark Bourbon, Sugar, Maker's Mark Bourbon, Sugar, Bitters, Hard Cider, Dry, Maraschino Cherries",Bourbon,Fruity,3,84
Kentucky Bubbly,https://www.thecocktailproject.com/drink-recipes/kentucky-bubbly,"Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maraschino Cherries",Bourbon,Sweet,3,26
Bourbon Bonn Bonn,https://www.thecocktailproject.com/drink-recipes/bourbon-bonn-bonn,"Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Half and Half",Bourbon,Sweet,3,27
Bourbon Butter Pecan Milkshake,https://www.thecocktailproject.com/drink-recipes/bourbon-butter-pecan-milkshake,"Maker's Mark Bourbon, Butter Pecan Ice Cream, Maker's Mark Bourbon, Butter Pecan Ice Cream, Milk, Toasted Pecans, Vanilla Bean, Scraped, Seeds Only, Maple Syrup",Bourbon,Frozen,3,47
Makers Mark Eggnog,https://www.thecocktailproject.com/drink-recipes/makers-mark-eggnog,"Maker's Mark Bourbon, Milk, Maker's Mark Bourbon, Milk, Heavy Cream, Eggs, Sugar, Nutmeg",Bourbon,Fruity,3,51
Makers NonEgg Nog,https://www.thecocktailproject.com/drink-recipes/makers-non-egg-nog,"Maker's Mark Bourbon, Simple Syrup, Maker's Mark Bourbon, Simple Syrup, Half and Half, Nutmeg",Bourbon,Sweet,3,35
Snow Cap,https://www.thecocktailproject.com/drink-recipes/snow-cap,"Maker's Mark Bourbon, Sugar, Powdered, Maker's Mark Bourbon, Sugar, Powdered, Heavy Cream, JDK & Sons¢â O3 Premium Orange Liqueur, Nutmeg, Orange Twist",Bourbon,Sweet,3,46
Apples and Bourbon,https://www.thecocktailproject.com/drink-recipes/apples-and-bourbon,"Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Lemon Juice, Thyme Honey, Maple Bitters, Apples, Thyme Sprig, Easy Ice Tips",Bourbon,Sweet,3,29
Apricot Sage Bourbon Cocktail,https://www.thecocktailproject.com/drink-recipes/apricot-sage-bourbon-cocktail,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Apricot Jam, Sage Leaves, Soda Water",Bourbon,Sweet,3,31
Bourbon Tarragon Cooler,https://www.thecocktailproject.com/drink-recipes/bourbon-tarragon-cooler,"Maker's Mark Bourbon, Lime Juice, Maker's Mark Bourbon, Lime Juice, Agave Syrup, Salt, Ice, Tarragon",Bourbon,Spicy,3,37
Fancy Bourbon Punch,https://www.thecocktailproject.com/drink-recipes/fancy-bourbon-punch,"Maker's Mark Bourbon, Sugar, Granulated, Maker's Mark Bourbon, Sugar, Granulated, Lemon, Orange, Tea, Champagne, Nutmeg",Bourbon,Sweet,3,53
La Mela,https://www.thecocktailproject.com/drink-recipes/la-mela,"Maker's Mark Bourbon, St Elizabeth Allspice Dram, Maker's Mark Bourbon, St Elizabeth Allspice Dram, DeKuyper Amaretto Liqueur, Rosemary Apple Cider, Rosemary Cider Maple Syrup Mix, Rosemary Sprigs",Bourbon,Sweet,3,37
