Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion,Description,orange,cranberry,pineapple,citrus,bitters,fresh,herb,cinnamon,Cinnamon,Mint,Lime
Stars and Stripes Bloody Mary,https://www.thecocktailproject.com/drink-recipes/stars-and-stripes-bloody-mary,"Hornitos Anejo Tequila, Agave Nectar, Hornitos Anejo Tequila, Agave Nectar, Lime Juice, Blueberries, Hornitos Reposado Tequila, Bloody Mary Mix, Cayenne Pepper, Salt, Pepper, Black",Tequila,Spicy,3,32,"Hornitos Anejo Tequila, Agave Nectar, Lime Juice, Blueberries, Hornitos Reposado Tequila, Bloody Mary Mix, Cayenne Pepper, Salt, Pepper, Black",['red'],"['bbq', 'brunch', 'summer']","Break out your patriotic spirit with this fun twist on a Bloody Mary. Half sweet and half spicy, this two-part tequila shot is just as fun to drink, as it is to make. The bright blue and red hues make it an excellent 4th of July cocktail.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
The Summer Friday,https://www.thecocktailproject.com/drink-recipes/summer-friday,"Hornitos Reposado Tequila, Passion Fruit Puree, Hornitos Reposado Tequila, Passion Fruit Puree, Agave Nectar, Aperol Aperitif, Lemon Juice, Blood Orange, Slice",Cordials,Spicy,3,37,"Hornitos Reposado Tequila, Passion Fruit Puree, Agave Nectar, Aperol Aperitif, Lemon Juice, Blood Orange, Slice",['orange'],"['summer', 'tropical']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Death and Taxes,https://www.thecocktailproject.com/drink-recipes/death-and-taxes,"Hornitos Anejo Tequila, Lime Juice, Hornitos Anejo Tequila, Lime Juice, Simple Syrup, Mezcal",Cordials,Spicy,4,18,"Hornitos Anejo Tequila, Lime Juice, Simple Syrup, Mezcal",['brown'],['spring'],,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Mexican Mule,https://www.thecocktailproject.com/drink-recipes/mexican-mule,"Hornitos Plata Tequila, Ginger Beer, Hornitos Plata Tequila, Ginger Beer, Lime Juice, Lime Wedges",Tequila,Spicy,3,39,"Hornitos Plata Tequila, Ginger Beer, Lime Juice, Lime Wedges",['brown'],"['bbq', 'summer']","Crisp ginger flavor, fresh lime and super smooth, triple-distilled premium tequila come together for a Mexican mule recipe with a kick. Light and fresh, this ginger beer cocktail is the perfect pairing for Mexican dinner parties or for hanging out with friends.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sauza 901 Club,https://www.thecocktailproject.com/drink-recipes/sauza-901-club,"Sauza 901 Tequila, Iced Tea, Sauza 901 Tequila, Iced Tea, Lemonade, Agave Syrup, Mint Sprig, Lemon Wedges",Tequila,Sweet,3,29,"Sauza 901 Tequila, Iced Tea, Lemonade, Agave Syrup, Mint Sprig, Lemon Wedges",['yellow'],['fall'],"Quench your thirst after a round of golf with this twist on a classic iced tea lemonade. Whether you make it yourself or ask your club mixologist to take the reins, Sauza?? 901?? tequila and iced tea with lemonade is definitely satisfying on a hot day. A hint of sweetness from agave and a garnish of mint and lemon make this a hole in one.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
Mexican Julep,https://www.thecocktailproject.com/drink-recipes/mexican-julep,"Sauza 901 Tequila, Agave Syrup, Sauza 901 Tequila, Agave Syrup, Water, Mint, Fresh",Tequila,Sweet,3,54,"Sauza 901 Tequila, Agave Syrup, Water, Mint, Fresh",['clear'],"['spring', 'summer']","Add a little south-of-the-border flavor to a Southern classic with this amazing Mexican Mint Julep recipe. Cool, light and refreshingly minty, this cocktail is perfect for warm summer evenings on the porch or cooling off by the pool with friends.",NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,mint,nolime
Tequila Baybreeze,https://www.thecocktailproject.com/drink-recipes/tequila-baybreeze,"Sauza 901 Tequila, Pineapple Juice, Sauza 901 Tequila, Pineapple Juice, Cranberry Juice, Pineapple Slice, Fresh Ingredient Enhancements",Tequila,Fruity,3,113,"Sauza 901 Tequila, Pineapple Juice, Cranberry Juice, Pineapple Slice, Fresh Ingredient Enhancements",,"['summer', 'tropical']",,NA,cranberry,pineapple,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
Ruby Sparkler,https://www.thecocktailproject.com/drink-recipes/ruby-sparkler,"Sauza 901 Tequila, Grapefruit Juice, Sauza 901 Tequila, Grapefruit Juice, Lemon Juice, Simple Syrup, Raspberries, Lemon Wheel",Tequila,Sour,3,38,"Sauza 901 Tequila, Grapefruit Juice, Lemon Juice, Simple Syrup, Raspberries, Lemon Wheel",['red'],['summer'],"Colorful and bursting with intense flavor, it doesn?Â?t get more fun than a raspberry grapefruit margarita. The Ruby Sparkler is both tart and fruity, thanks to tangy grapefruit and lemon juice, fresh raspberries and smooth Sauza?? 901?? Tequila. This fruity margarita is perfect for sharing with friends on a sweltering day.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Mai Tequila,https://www.thecocktailproject.com/drink-recipes/mai-tequila,"Sauza 901 Tequila, DeKuyper Cr?me De Almond Liqueur, Sauza 901 Tequila, DeKuyper Cr?me De Almond Liqueur, Lime Juice, Orange Bitters, Mint Sprig",Cordials,Sweet,3,17,"Sauza 901 Tequila, DeKuyper Cr????????????????me De Almond Liqueur, Lime Juice, Orange Bitters, Mint Sprig",,['spring'],,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,mint,lime
Juan Collins,https://www.thecocktailproject.com/drink-recipes/juan-collins,"Sauza 901 Tequila, Lemon Juice, Sauza 901 Tequila, Lemon Juice, Simple Syrup, Soda Water, Lemon Peel, Maraschino Cherries",Tequila,Sweet,3,35,"Sauza 901 Tequila, Lemon Juice, Simple Syrup, Soda Water, Lemon Peel, Maraschino Cherries",['clear'],"['spring', 'summer']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Sauza Blue,https://www.thecocktailproject.com/drink-recipes/sauza-blue,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Lemon-Lime Soda, Sweet and Sour Mix",Cordials,Sweet,3,27,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Lemon-Lime Soda, Sweet and Sour Mix",,['summer'],"Light, sweet, tangy, super smooth and lusciously blue, this tequila Martini recipe is sure to delight. Enjoy it as an after-work refresher, while kicking back with the girls, or whip some up for your next dinner party.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Classic Margarita,https://www.thecocktailproject.com/drink-recipes/classic-margarita,"Sauza Silver Tequila, Lime Juice, Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",Cordials,Sweet,3,78,"Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",['clear'],['summer'],"Timeless and simple, there?Â?s a reason classics never go out of style. Pure blanco tequila, aromatic triple sec and zesty lime make up the classic margarita recipe we?Â?ve come to love. Pair it with a salty or spicy dish for an explosion of flavors.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Premier Margarita,https://www.thecocktailproject.com/drink-recipes/premier-margarita,"Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Lime Juice, Lime",Cordials,Sweet,3,161,"Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Lime Juice, Lime",['yellow'],"['spring', 'summer']","Smooth and luxurious, this margarita cocktail will make anyone feel like a hot shot. Distinctive agave and citrus flavors permeate Hornitos?? Reposado Tequila, while orange liqueur adds some sweetness. The Premier Margarita finds just the right balance of tart and sweet for a cocktail that complements any meal.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sauza Watermelon Margarita,https://www.thecocktailproject.com/drink-recipes/sauza-watermelon-margarita,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????? O3 Premium Orange Liqueur, Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????? O3 Premium Orange Liqueur, Watermelon, Lime Juice, Ice",Cordials,Fruity,3,28,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Watermelon, Lime Juice, Ice",['pink'],"['bbq', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Bloody Maria,https://www.thecocktailproject.com/drink-recipes/bloody-maria,"Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sriracha Chili Sauce, Pepper, Black, Celery Salt, Paprika, Cumin, Worcestershire sauce, Lime, Olives, Pickled Jalape?o, Sprig Cilantro",Tequila,Savory,3,32,"Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sriracha Chili Sauce, Pepper, Black, Celery Salt, Paprika, Cumin, Worcestershire sauce, Lime, Olives, Pickled Jalape????????????????o, Sprig Cilantro",['red'],['brunch'],"Much more than just your average Bloody Mary, the spicy Bloody Maria takes flavor to new heights. Smooth tequila mixes with pepper, chili sauce, Worcestershire and fresh tomato and lemon flavors to create a cocktail with attitude. These tequila Bloody Marys are perfect for brunch or everyday.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Midori Margarita,https://www.thecocktailproject.com/drink-recipes/midori-margarita,"Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Lime Juice, Lime Wheel",Cordials,Fruity,3,34,"Midori Melon Liqueur, Hornitos Plata Tequila, Lime Juice, Lime Wheel",['green'],,,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sauza Strawberry Sparkler,https://www.thecocktailproject.com/drink-recipes/sauza-strawberry-sparkler,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Rose Champagne, Limeade, Strawberries, Sugar, Lime",Cordials,Fruity,3,26,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Rose Champagne, Limeade, Strawberries, Sugar, Lime",['pink'],['summer'],,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Candy Apple Margarita,https://www.thecocktailproject.com/drink-recipes/candy-apple-margarita,"Sauza Blue Silver 100% Agave Tequila, Limeade, Sauza Blue Silver 100% Agave Tequila, Limeade, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, Candy Apple Soda, Shaking & Stirring",Cordials,Sweet,3,35,"Sauza Blue Silver 100% Agave Tequila, Limeade, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, Candy Apple Soda, Shaking & Stirring",['red'],"['ladies-night', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,cinnamon,cinnamon,nomint,lime
Dirty Martini,https://www.thecocktailproject.com/drink-recipes/dirty-martini,"EFFEN Original Vodka, Olive Juice, EFFEN Original Vodka, Olive Juice, Dry Vermouth, Olives, Fresh Ingredient Enhancements",Vodka,Savory,3,41,"EFFEN Original Vodka, Olive Juice, Dry Vermouth, Olives, Fresh Ingredient Enhancements",['clear'],,"Simple, classic and elegant, this dirty Martini recipe pulls it all together, making it the perfect go-to cocktail for any occasion. Whether it's for a dinner party or just a simple get-together, this vodka cocktail is sure to please.",NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
Peachy Keen,https://www.thecocktailproject.com/drink-recipes/peachy-keen,"Pinnacle Peach Vodka, Lemon-Lime Soda, Pinnacle Peach Vodka, Lemon-Lime Soda, Peach Slices",Vodka,Fruity,3,36,"Pinnacle Peach Vodka, Lemon-Lime Soda, Peach Slices",['clear'],"['spring', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Peppermint Hot Chocolate,https://www.thecocktailproject.com/drink-recipes/peppermint-hot-chocolate,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",Cordials,Hot,3,36,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",['brown'],"['christmas', 'holiday', 'winter']","Stay home for the holidays with a peppermint vodka cocktail made to match a warm fire and the ugliest of sweaters. Combine Pinnacle?? Whipped?? Vodka, Peppermint Schnapps and Swiss Miss?? Hot Cocoa into your most festive of mugs, top with whipped cream, sit back, relax and cozy up for the festivities.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
Orange Dreamsicle,https://www.thecocktailproject.com/drink-recipes/orange-dreamsicle,"Pinnacle Whipped Vodka, Orange Soda, Pinnacle Whipped Vodka, Orange Soda, Orange Wedges",Vodka,Sweet,3,27,"Pinnacle Whipped Vodka, Orange Soda, Orange Wedges",['orange'],['summer'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Chocolate Covered Berries,https://www.thecocktailproject.com/drink-recipes/chocolate-covered-berries,"Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Chocolate Whipped Vodka, Chocolate Shavings, Raspberries",Cordials,Sweet,3,31,"Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Chocolate Whipped Vodka, Chocolate Shavings, Raspberries",['clear'],"['birthday', 'ladies-night', 'spring', 'summer', 'valentines-day']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Pineapple Razztini,https://www.thecocktailproject.com/drink-recipes/pineapple-razztini,"Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Cranberry Juice, Pineapple Slice, Raspberries",Cordials,Fruity,3,39,"Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Cranberry Juice, Pineapple Slice, Raspberries",['red'],"['ladies-night', 'summer', 'tropical']",,NA,cranberry,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Peach Iced Tea,https://www.thecocktailproject.com/drink-recipes/peach-iced-tea,"Pinnacle Peach Vodka, Iced Tea, Pinnacle Peach Vodka, Iced Tea, Lemon Wheel",Vodka,Fruity,3,58,"Pinnacle Peach Vodka, Iced Tea, Lemon Wheel",['brown'],"['bbq', 'brunch', 'fall']","Juicy and sweet, this vodka iced tea is a breeze to make. One part Pinnacle?? Peach Vodka and two parts iced tea are all that you need to make this succulent peach vodka drink. Topped with a lemon wheel for a little tartness, it?Â?s the perfect drink to accompany a picnic outside.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Sunset Martini,https://www.thecocktailproject.com/drink-recipes/sunset-martini,"Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Lime Juice, Orange Twist",Vodka,Sweet,3,32,"Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Lime Juice, Orange Twist",['clear'],"['ladies-night', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Kiwi Zest Martini,https://www.thecocktailproject.com/drink-recipes/kiwi-zest-martini,"Pinnacle Kiwi Strawberry Vodka, Sour Mix, Pinnacle Kiwi Strawberry Vodka, Sour Mix, Lemon Juice, Sugar, Lemon Wedges",Vodka,Sour,3,31,"Pinnacle Kiwi Strawberry Vodka, Sour Mix, Lemon Juice, Sugar, Lemon Wedges",['yellow'],"['spring', 'summer']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Grape Cosmo,https://www.thecocktailproject.com/drink-recipes/grape-cosmo,"Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, DeKuyper Razzmatazz Schnapps Liqueur, Orange Slice",Cordials,Fruity,3,46,"Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, DeKuyper Razzmatazz Schnapps Liqueur, Orange Slice",['red'],"['birthday', 'ladies-night', 'summer']","Bright, bold, fruity and refreshing, this grape Cosmo recipe can liven up any occasion! From summer parties and barbecues, to girls' night in and hanging with friends, this grape vodka drink adds a splash of color and fun.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Pinnacle Summer Breeze,https://www.thecocktailproject.com/drink-recipes/pinnacle-summer-breeze,"Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Lime Juice, Watermelon Wedge, Simple Garnishes",Vodka,Fruity,3,36,"Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Lime Juice, Watermelon Wedge, Simple Garnishes",['pink'],"['bbq', 'ladies-night', 'brunch', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sunset Tea,https://www.thecocktailproject.com/drink-recipes/sunset-tea,"Pinnacle CranApple Vodka, Iced Tea, Pinnacle CranApple Vodka, Iced Tea, Orange Juice, Cinnamon, Ground, Orange Slice",Vodka,Sweet,3,39,"Pinnacle CranApple Vodka, Iced Tea, Orange Juice, Cinnamon, Ground, Orange Slice",['brown'],['summer'],,orange,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Coconut Spritzer,https://www.thecocktailproject.com/drink-recipes/coconut-spritzer,"Pinnacle Coconut Vodka, Soda Water, Pinnacle Coconut Vodka, Soda Water, Pineapple Juice, Pineapple Slice",Vodka,Fruity,3,30,"Pinnacle Coconut Vodka, Soda Water, Pineapple Juice, Pineapple Slice",['yellow'],"['summer', 'tropical']",,NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Paris Escape,https://www.thecocktailproject.com/drink-recipes/paris-escape,"Pinnacle Original Vodka, Pineapple Juice, Pinnacle Original Vodka, Pineapple Juice, Raspberries, Muddled, Lemon, Raspberries, Using Fresh Citrus",Vodka,Fruity,3,33,"Pinnacle Original Vodka, Pineapple Juice, Raspberries, Muddled, Lemon, Raspberries, Using Fresh Citrus",['pink'],"['ladies-night', 'summer', 'valentines-day', 'wedding']",,NA,NA,pineapple,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
Sunday Funday Bloody Mary,https://www.thecocktailproject.com/drink-recipes/sunday-funday-bloody-mary,"Pinnacle Original Vodka, Tomato Juice, Pinnacle Original Vodka, Tomato Juice, Hot Sauce, Horseradish, Worcestershire sauce, Celery",Vodka,Savory,2,49,"Pinnacle Original Vodka, Tomato Juice, Hot Sauce, Horseradish, Worcestershire sauce, Celery",['red'],"['brunch', 'game-day']","Add some zest to your Sunday with a spicy Bloody Mary recipe that's sure to turn up the fun. Savory flavors come together with smooth Pinnacle?? Original Vodka to create the perfect crowd pleaser for football parties, Sunday brunch or just a relaxing weekend afternoon.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Ooh La La Lemon,https://www.thecocktailproject.com/drink-recipes/ooh-la-la-lemon,"Pinnacle Whipped Vodka, Lemonade, Pinnacle Whipped Vodka, Lemonade, Whipped Cream",Vodka,Sweet,3,107,"Pinnacle Whipped Vodka, Lemonade, Whipped Cream",['yellow'],"['birthday', 'ladies-night', 'spring', 'summer']","This whipped vodka drink takes the smooth flavor of whipped cream and adds a zesty citrus kick to cut through the sweetness. Tangy and oh-so-irresistible, the Ooh La La Lemon shot will have guests begging you to whip up more.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Classic Cosmo,https://www.thecocktailproject.com/drink-recipes/classic-cosmo,"EFFEN Vodka, Cranberry Juice, EFFEN Vodka, Cranberry Juice, DeKuyper Triple Sec Liqueur, Lime Juice, Cranberries",Vodka,Sweet,3,60,"EFFEN Vodka, Cranberry Juice, DeKuyper Triple Sec Liqueur, Lime Juice, Cranberries",['red'],"['ladies-night', 'summer']","Flavorful, tangy and refreshing, this Cosmo recipe brings on the taste and the good times. Whip up these classic vodka drinks in a flash, which are perfect for a night in or relaxing on the deck.",NA,cranberry,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Strawberry Basil,https://www.thecocktailproject.com/drink-recipes/strawberry-basil,"Strawberries, Strawberries, Basil, Soda Water, Lime Wedges",Vodka,Fruity,3,39,"Strawberries, Basil, Soda Water, Lime Wedges",['pink'],"['bbq', 'summer']","Enjoy a sweet, breezy summer vibe anytime with a strawberry basil cocktail that's fresh and light tasting - with a little bit of fizz. This strawberry vodka drink is perfect for backyard barbecues or relaxing poolside.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Skinnygirl Bloody Mary,https://www.thecocktailproject.com/drink-recipes/skinnygirl-bloody-mary,"Skinnygirl Cucumber Vodka, Hot Sauce, Skinnygirl Cucumber Vodka, Hot Sauce, Low-Sodium Tomato Juice, Lemon Juice, Lime Juice, Worcestershire sauce, Celery Salt, Lime, Cucumber, Sliced",Vodka,Savory,3,46,"Skinnygirl Cucumber Vodka, Hot Sauce, Low-Sodium Tomato Juice, Lemon Juice, Lime Juice, Worcestershire sauce, Celery Salt, Lime, Cucumber, Sliced",['red'],['brunch'],"A bold, new twist on an old classic, this low calorie Bloody Mary recipe has all the flavor you demand, sans the guilt. Perfect for brunch or Sunday afternoon football, these low-calorie drinks are easy to make and always a favorite.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
